Abstract_id,Abstract
753,"The Kalyus Beds of the late Ediacaran Nagoryany Formation occurring in the northeastern part of the Republic of Moldova are dominated by black argillites with phosphorites and calcareous concretions. Four lithological groups were examined with respect to their rare earth element (REE), major and trace element geochemistry: phosphorites, enriched argillites, pure argillites and carbonates. Phosphorites and enriched argillites exhibit a pronounced middle-REE bulge suggesting a strong diagenetic uptake of REEs. Y/Ho ratios are mostly <35, values that are consistent with derivation of >90% of REEs from lithogenous sources. Pure argillites show a flat REE distribution similar to that of average upper continental crust (UCC), indicating that REEs are likely related to detrital siliciclastics derived from felsic to mafic source rocks of the adjacent regions of Baltica, which was isolated within paleo-oceans during the late Ediacaran. Carbonates show a light-REE depleted pattern with relatively high Y/Ho ratios (up to 53) that suggests the preservation of a predominantly hydrogenous (seawater-derived) REE signal. Ce/Ce* ratios of ∼0.80–1.02 reflect suboxic to anoxic seawater conditions. This is a locally and temporally constrained anoxic event, since widespread oxic conditions were specific for the continental margins of Baltica. The phosphorites and enriched argillites groups of the Kalyus Beds show high middle-REE enrichment comparable to those of other known world phosphorite deposits. Their total REE contents are high (793–1735 ppm) and are of potential economic interest. These results provide insights for expanding global REE exploration targets and may have implications for a better understanding of the depositional environments during the late Ediacaran."
780,"Rare earth elements (REEs) are essential raw materials in a variety of industries including clean energy technologies such as electric vehicles and wind turbines. This places an ever-increasing demand on global rare earth element production. Coal fly ash (CFA) possesses appreciable levels of REEs. CFA, a waste by-product of coal combustion, is therefore a readily available source of REEs that does not require mining. CFA valorisation to zeolites has been achieved via various synthesis pathways. This study aimed to evaluate one such pathway by monitoring how REEs partition during CFA processing by the wet, magnetic separation process and zeolitisation. South African CFA was subjected to wet, magnetic separation and subsequent zeolitisation of the nonmagnetic fraction (NMF); solid products were characterised by XRD, SEM, XRF and LA-ICP-MS. The wet, magnetic separation process resulted in the partitioning of a specific set of transition metals (such as Fe, Mn, Cr, V, Ni, Zn, Cu, Co and Mo) into the magnetic fraction (MF) of CFA, while REEs partitioned into the NMF with a total REE content of 530.2 ppm; thus, the matrix elements of CFA were extracted with ease. Zeolitisation resulted in a solid zeolite product (hydroxysodalite) with a total REE content of 537.6 ppm. The process of zeolitisation also resulted in the selective enrichment of Ce (259.1 ppm) into the solid zeolite product (hydroxysodalite), while other REEs were largely partitioned into the liquid phase. CFA valorisation by wet, magnetic separation and zeolitisation therefore allowed for the partitioning of REEs into various extraction products while recovering the matrix elements of CFA such as Fe, Si and Al. The findings of this study highlight the geopolitical importance of REEs in terms of the development of alternative processes for REE recovery from waste and alternative sources, which may potentially give countries that employ and develop the technology a key advantage in the production of REEs for the global market."
806,"The REE distribution patterns and total concentrations of the organic matter of the Woodford shale reveal a potential avenue to investigate hydrocarbon maturation processes in a source rock.Ten samples of the organic matter fraction and 10 samples of the silicate-carbonate fraction of the Woodford shale from north central Oklahoma were analyzed by methods developed at KSU. Thirteen oil samples from Woodford Devonian oil and Mississippian oil samples were analyzed for REE also.REE concentration levels in an average shale range from 170 ppm to 185 ppm, and concentration levels in modern day plants occur in the ppb levels.The REE concentrations in the organic matter of the Woodford Shale samples analyzed ranged from 300 to 800 ppm.The high concentrations of the REEs in the Woodford Shale, as compared to the modern-day plants, are reflections of the transformations of buried Woodford Shale organic materials in postdepositional environmental conditions with potential contributions of exchanges of REE coming from associated sediments.The distribution patterns of REEs in the organic materials normalized to PAAS (post-Archean Australian Shale) had the following significant features: (1) all but two out of the ten samples had a La-Lu trend with HREE enrichment in general, (2) all but two samples showed Ho and Tm positive enrichments, (3) only one sample had positive Eu anomalies, (4) three samples had Ce negative anomalies, although one was with a positive Ce anomaly, (5) all but three out of ten had MREE enrichment by varied degrees.It is hypothesized that Ho and Tm positive anomalies in the organic materials of the Woodford Shale are reflections of enzymic influence related to the plant physiology.Similar arguments may be made for the Eu and the Ce anomalies in the Woodford Shale organic materials.The varied MREE enrichments are likely to have been related to some phosphate mineralization events, as the Woodford Shale is well known for having abundant presence of phosphate nodules.The trend of HREE enrichment in general for the Woodford Shale organic materials can be related to inheritance from sources with REE-complexes stabilized by interaction between the metals and carbonate ligands or carboxylate ligands or both.Therefore, a reasonable suggestion about the history of the REEs in the organic materials would be that both source and burial transformation effects of the deposited organic materials in association with the inorganic constituents had an influence on the general trend and the specific trends in the distribution patterns of the REEs.This study provides a valuable insight into the understandings of the REE landscapes in the organic fraction of the Woodford Shale in northern Oklahoma, linking these understandings to the REE analysis of an oil generated from the same source bed and comparing it to oil produced from younger Mississippian oil.The information gathered from this study may ultimately prove useful to trace the chemical history of oils generated from the Woodford Shale source beds.processes.Oils generated from a Mississippian formation and from the Woodford shale are analyzed in this study giving us insight of REE behavior in oils from different formations by doing oil-oil correlation."
850,"Abundances, modes of occurrence, enrichment, and origin of critical elements in coal and coal-bearing sequences have attracted much attention in recent years. Previous investigations have attributed REE-Y-Nb-Ta-Zr-Hf mineralization in coals and in intra- and inter-seam tuffs in coal-bearing sequences to alkali volcanic ash eruptions and subsequent hydrothermal alteration. In this study, two major minable coal seams (D101 and W407) that are located in the lowermost and uppermost Wuchiapingian Longtan Formation in the Liupanshui Coalfield, Guizhou, southwestern China, were investigated in order to better understand the mechanism of REE-Y-Nb-Ta-Zr-Hf enrichment in these coals. Elevated concentrations of REE-Y-Nb-Ta-Zr-Hf in the D101 coal are dominantly due to the alkaline volcanic material forming the top of the Emeishan Large Igneous Province (ELIP), which served as a terrigenous source region for the coal basin and to airborne volcanic ash, which occurs as an intra-seam tonstein within the coal seam. Both of the two source materials were subsequently subjected to groundwater leaching, resulting in redistribution of the rare earth elements and Y (REY), leading to an uneven distribution of REY and Zr along the studied coal-seam sections. The average REY oxides in the D101 and W407 coals are 2682 and 1260 ppm (both on ash basis), respectively, and the outlook coefficients are 0.79 and 1.15 respectively, indicating that both ashes from the two coals are potential raw sources for REY."
853,"The Permian Kanigorgeh bauxite horizon is one of the typical titanium-rich bauxite deposits in the northeast of Bukan, West Azerbaijan Province, NW Iran. It is a part of the Irano-Himalayan karst bauxite belt and was developed as discontinuous stratified layers and lenses in Upper Permian carbonates. Mineralogically, diaspore and kaolinite are 2 major mineral phases accompanied by boehmite, smectite, illite, rutile, anatase, hematite, goethite, chlorite, quartz, and plagioclase as minor phases. Geochemical considerations for a selected profile indicate that the concentration values of rare earth elements (REEs) in the bauxite ores range from 8.9 to 200.4 ppm. Eu and Ce anomalies show varying values within the range 0.42-0.65 and 0.12-3.23, respectively. On the basis of Ce behavior, the studied profile can be divided into 2 parts by redox boundary. The most pronounced geochemical characteristics of the studied profile are the occurrences of positive Ce anomalies in the ores of low REE content in the upper part of the profile and negative Ce anomalies in the ores of high REE content in the lower part of the profile. The occurrence of positive and negative Ce anomalies are due to the change of oxidation state of Ce (from Ce^{3+} to Ce^{4+}) in the upper part and the complexing of Ce^{4+} with carbonate ligands in the lower part of the profile. The concordance of the analytical values of Na and Ca with those of Eu revealed that the degree of plagioclase alteration is the most important controlling factor for Eu anomalies in the ores. The obtained results revealed that the variations in the chemistry of weathering solutions (e.g., pH), function of carbonate bedrocks as a geochemical barrier, and discrepancy in degree of stability of lanthanide-bearing primary minerals are the major factors influencing the mobilization, distribution, and fractionation of REEs. The correlation coefficients among elements suggest that Mn-oxides are the principal hosts for REEs in the ores at Kanigorgeh."
861,"ABSTRACT Nanoscale characterization (TEM on FIB-SEM-prepared foils) was undertaken on feldspars undergoing transformation from early post-magmatic (deuteric) to hydrothermal stages in granites hosting the Olympic Dam Cu-U-Au-Ag deposit, and from the Cu-Au skarn at Hillside within the same iron-oxide copper-gold (IOCG) province, South Australia. These include complex perthitic textures, anomalously Ba-, Fe-, or REE -rich compositions, and REE -flourocarbonate + molybdenite assemblages which pseudomorph pre-existing feldspars. Epitaxial orientations between cryptoperthite (magmatic), patch perthite (dueteric) and replacive albite (hydrothermal) within vein perthite support interface-mediated reactions between pre-existing alkali-feldspars and pervading fluid, irrespective of micro-scale crystal morphology. Such observations are consistent with a coupled dissolution-reprecipitation reaction mechanism, which assists in grain-scale element remobilization via the generation of transient interconnected microporosity. Micro-scale aggregates of hydrothermal hyalophane (Ba-rich K-feldspar), crystallizing within previously albitized areas of andesine, reveal a complex assemblage of calc-silicate, As-bearing fluorapatite and Fe oxides along reaction boundaries in the enclosing albite-sericite assemblage typical of deuteric alteration. Such inclusions are good REE repositories and their presence supports REE remobilization at the grain-scale during early hydrothermal alteration. Iron-metasomatism is recognized by nanoscale maghemite inclusions within ‘red-stained’ orthoclase, as well as by hematite in REE -fluorocarbonates, which reflect broader-scale zonation patterns typical for IOCG systems. Potassium-feldspar from the contact between alkali-granite and skarn at Hillside is characterized by 100–1000 ppm REE , attributable to pervasive nanoscale inclusions of calc-silicates, concentrated along microfractures, or pore-attached. Feldspar replacement by REE -fluorcarbonates at Olympic Dam and nanoscale calc-silicate inclusions in feldspar at Hillside are both strong evidence for the role of feldspars in concentrating REE during intense metasomatism. Differences in mineralogical expression are due to the availability of associated elements. Lattice-scale intergrowths of assemblages indicative of Fe-metasomatism, REE -enrichment and sulfide deposition at Olympic Dam are evidence for a spatial and temporal relationship between these processes."
876,"Clay-hosted rare earth element (REE) deposits, generally considered products of extended subtropical weathering of REE-rich igneous protoliths, are a critical source of REEs globally. The Koppamurra deposit of southeast South Australia, in contrast, is developed in Pleistocene lacustrine clays overlying a REE-poor marine limestone. Here we examine the REE+Y (REY) sources and enrichment mechanisms of this unusual setting. We find that the greatest REY enrichment (up to 5000 ppm) occurs in lacustrine clays at the base of a ∼ 1-2 m thick contact zone with the underlying limestone. This zone features an increased proportion of leachable REYs (>50%), increased smectite abundance and a sharp increase in pH from ∼5.0 to ∼8.3. Co-variation of HREEs with a suite of clay-specific elements demonstrates that HREEs are hosted mainly by Fe-rich smectite, with separate sorbed vs structurally bound HREE pools that are of similar magnitude. LREEs are mainly hosted in secondary LREE carbonates, these are preferentially intergrown with smectite but are only rarely present in kaolinite domains. Cerium occurs mainly as cerianite. The narrow range and overlapping εNd of samples within and above the REY enriched zone suggests that enrichment is related to internal redistribution within the clay unit. The clays are isotopically incompatible with local igneous or metasedimentary rocks, but 87Sr/86Sr and εNd isotopic fingerprinting shows that they were deposited by the Murray River, Australia’s largest river system. Murray sediments are enriched in REY due to the presence of material eroded from the Lachlan Orogen granites of southeast Australia. Deposition of these sediments occurred in a coastal lacustrine setting analogous to the modern-day Coorong, with tectonic uplift and shoreline progradation allowing the onset of subaerial weathering ∼ 1-2 Mya. We propose that vertical and lateral solute transport allowed for the concentration of REEs in local depressions in the karst-weathering surface which separates the limestone and overlying clay, facilitated by water table oscillation and pore water redox cycling driven by seasonally contrasted rainfall. Poor soil drainage, evaporative concentration of soil waters and alkaline pH adjacent to the limestone immobilized REEs in secondary carbonates and Fe-rich smectite. Our findings illustrate that REE mobilization and enrichment in clay deposits can occur more rapidly, over a larger area and in a broader range of host phases and geologic settings than is currently appreciated, with important implications not only for REE exploration but also for the use of REEs as tracers in the Earth Sciences."
914,"Karst-bauxite deposits form as a result of the accumulation of residual clay minerals in depressions on a karst limestone surface, and their subsequent lateritic weathering. Rare earth elements (REE) become concentrated in the bauxite deposits due to crystallisation of authigenic REE-bearing minerals, accumulation of residual phases and the adsorption of ions on clays and other mineral surfaces. REE are concentrated in the red mud waste generated by alumina production from bauxite through the Bayer process. Red muds thus contain on average 900 ppm REE compared with typical values of &lt;100 ppm to ~500 ppm REE in the bauxites. Extraction of REE from red mud has been shown to be feasible although it is challenging due to the heterogeneous spatial distribution of REE in the bauxites and the need for development of appropriate processing methods. With annual European extraction of bauxite estimated to be approximately 3.5 million tonnes per annum, resulting in approximately 1.4 million tonnes of red mud from the production of alumina, understanding the REE resource potential of bauxites is integral to the assessment of European REE resources."
921,"The basalts of Norfolk Island range from tholeiites through transitional basalts to alkali olivine basalts, and plot in a unique field on a Ti-Zr-Y diagram. REE abundances in seven representative samples are similar to those in tholeiites and alkali olivine basalts from Hawaii, i.e. light REE enrichment relative to chondrites, and a slightly higher La/Yb value for the alkali olivine basalts relative to the tholeiites. Three tholeiitic samples with anomalously high Y (84-105ppm) show unique REE patterns for basaltic rocks, with a relative enrichment of the middle REE. Apart from Y and REE these samples are chemically identical to the ‘normal’ Y-REE tholeiites from Norfolk Island, and it is suggested that the unique Y and REE contents are due to variable Y and REE concentrations in an accessory mantle phase such as apatite and/or the Y acceptor RE phosphate minerals such as xenotime or samarskite inhomogeneously distributed in the source region for the basalts."
923,"China and Russia currently monopolise the global supply of scandium. Pete Siegfried, Frances Wall and Kathryn Moore examine the distributions of scandium globally and identify a number of promising targets that could help diversity supply. Siegfried, P., Wall, F. & Moore, K., In search of the forgotten rare earth. Geoscientist 28 (10), 10-15, 2018 https://doi.org/10.1144/geosci2018-021; Download the pdf here Scandium (Sc) has been called a ‘miracle metal’. When alloyed with aluminium, it produces super-strong but lightweight materials, just right for use in the next generation of aeroplane manufacture and other high-tech applications. By definition, Sc is a member of the 17-strong, rare earth element (REE) family. Like the other REEs, Sc isn’t actually rare in terms of distribution—it can be found throughout Earth’s crust and has a similar abundance to lead—but unlike lead, economic concentrations of Sc are very rare, making it one of the most expensive elements in the world. Indeed, concentrations of Sc are usually so low that Sc is often excluded from geological assessments of REE—it is the forgotten rare earth. But this may be about to change. Several research groups are turning their attention to Sc, using new data from exploration projects to identify a number of promising sources that could be mined. Here we discuss the behaviour of Sc and the distribution of these deposits worldwide. We argue that with improved understanding of how Sc associates with clinopyroxene and how it concentrates within weathering and waste products, such as laterites and red muds, these newly identified deposits could create a virtuous circle of raw materials supply and new high-tech uses. Why Scandium? The manufacturing industry requires a wider range of specialist raw materials than ever before, especially for digital and green technologies. In this context, Sc is used in solid oxide fuel cells, lasers, ceramics, neutron screens, lighting, high-specification sports equipment and amelioration of the glare from spotlights. Current interest in Sc is driven mainly by projected use in the aerospace industry. Al-Sc alloys are strong, light and weldable. They have been used for years by NASA and the Federal Space Agency, where price was no problem, so have been tried and tested. Only tiny amounts of Sc are needed for alloys, which then create lighter, more fuel-efficient aircraft and cars. These are not only cheaper to run, but emit less CO2, helping nations achieve long-term emission targets set by policy makers. If a ready supply were available, Sc could revolutionise the aerospace and automotive industries. Although potentially revolutionary in terms of its applications, global demand for Sc is currently small, at around 10-15 tonnes annually, according to the United States Geological Survey. Sc exists in such low concentrations that it is difficult and expensive to extract, hampering use in commercial applications. But, this is something of a chicken-and-egg scenario. There is no shortage of applications for Sc, so if reasonably cheap and assured supplies of Sc become available, more applications will be found and demand will increase. Sc is mainly produced as a limited by-product of conventional uranium and nickel extraction processes. The main producers of Sc are China, Russia, Ukraine, and the Philippines (Fig. 1), and production in Russia and China is thought to be accelerating. In particular, there are ongoing plans to considerably increase Sc production from waste dumps at the Bayan Obo mine in China, which will serve to strengthen China’s monopoly of the whole rare earth market. Fig. 1, Sc mines and deposits compared with REE mines and deposits (courtesy of the British Geological Survey) In contrast, there are currently no known, economically viable, large-scale Sc resources in the USA or western Europe, and many companies are dependent upon Sc single-sourced either from Russia or China. Such lack of diversity in supply could lead to economic issues if the current supplies are jeopardized—an increasingly likely scenario, given current political tensions surrounding Brexit, the US and Europe, and China, leading to a fear of future global trade wars. A trade dispute relating to the export of REEs occurred in 2010, for example. Low labour costs and lax environmental restrictions meant China could more easily and cheaply produce REE than other nations, and they became the world’s dominant supplier. In 2010, the Chinese government reduced its export quotas by 40%, arguing that this was needed to protect the environment. REE prices outside of China soared. China finally dropped the export quotas in 2015 following a ruling from the World Trade Organisation that the restrictions violated trade regulations. But the dispute was a wake-up call, a reminder of the need for secured supply of essential elements, particularly in Europe. And several projects are currently underway. One is the SCALE EU project (http://scale-project.eu/scandium), which aims specifically to develop a stable and secure European supply chain for Sc using bauxite and titania acid wastes that can serve European aerospace and high-tech industries. Sc properties Sc is a soft, silvery transition metal. It is officially defined as part of the REE family together with yttrium (Y) and the lanthanoids (also called lanthanides). However, the smaller size of the Sc3+ cation causes rather different geochemical behaviour to the rest of its family members, so many general rules about the geochemistry of REE do not apply to Sc (Fig. 2). Most reviews of REE geochemistry (e.g. Chakhmouradian and Wall, Elements 2012), mention this fact and then exclude Sc from further consideration. The United States Geological Survey treats Sc separately from the REEs. So, Sc has been rather forgotten in the REE literature. Fig. 2, Plot of REE atomic number vs. cation radius. Sc3+ is not part of the ‘lanthanoid contraction’ (REE3+ cations decrease in size as atomic number increases), it is much smaller than the other REEs and closer in size to transition metals, such as Ti, Fe and Zr (included here in arbitrary positions on the x axis). Cation radii from http://abulafia.mt.ic.ac.uk/shannon/radius.php? Sc rarely concentrates in any geological setting and the rocks with highest concentrations of Sc are of extra-terrestrial in origin! Lunar basalts and chondritic meteorites are enriched by a factor of three compared with terrestrial rocks. On Earth, the highest concentrations of Sc are chiefly associated with occurrences of high-field-strength elements, such as titanium, tantalum and zirconium, especially in granite pegmatites. Indeed, granite pegmatites provide a small amount of the Sc produced commercially each year. An ore deposit of Sc may well contain concentrations of just a few hundred parts per million (ppm) Sc in the rock. This is higher than a gold deposit, which may contain only one ppm gold, but much lower than copper or the other main REE, such as neodymium (Nd). Bayan Obo in China—the world’ largest REE mine—is a source of Sc (Williams-Jones and Vasyukova, Economic Geology 2018). This seems at odds with our assertion that Sc does not follow the other REE in natural environments until we learn that the Sc comes from pyroxene re-processed from the waste tips at Bayan Obo, rather than from the REE ore minerals themselves. Indeed, figure 1 shows that highly anomalous Sc chemistry also appears to be associated with some alkaline silicate rocks and with carbonatites, but REE deposits are not necessarily Sc deposits. Sc in minerals Of the 5,000-odd species in the mineral kingdom, only sixteen are Sc minerals, and these are all rare. The most common Sc mineral, thortveitite, occurs in granite pegmatites (Table 1). It contains the highest weight percent Sc at 32% and has been mined as a Sc ore in the past. Table 1, Examples of scandium minerals Sc also occurs as a minor component in hundreds of minerals, substituting for titanium, zirconium, iron or tantalum. Other important Sc-bearing minerals likely have names unfamiliar to most geologists and include scandium-columbite, davidite, tantalite, samarskite, ixiolite, rutile, Ti-aeschynite, zircon, catapleiite and baddeleyite. Additionally, Sc isn’t always incorporated into a mineral structure, and may instead be adsorbed onto the surfaces of iron oxide and hydroxide minerals. Sc in laterites Laterites are iron- and aluminium-rich rocks and soils formed by a prolonged process of chemical weathering. At least four Sc laterite deposits in eastern Australia are undergoing feasibility studies that may bring them into production as mines. The Sc was hosted originally in clinopyroxene and then released and adsorbed onto iron oxides during the strong weathering process that produced the laterite. The Nyngan laterite deposit in New South Wales, Australia, developed by weathering of basic rocks. It has grades up to 409 ppm Sc and has been touted as the world’s first stand-alone Sc deposit. The mineralogy of the weathering process has been studied in the Syerston–Flemington deposit of New South Wales. This Co+Ni+Sc deposit contains about 1,350 tonnes of Sc at an average concentration of 434 ppm. Mathieu Chassé recently found that deposit formation requires a high initial concentration of Sc in clinopyroxene. These are then weathered leading to Sc-rich waters circulating below the water table. Seasonal precipitation allows the adsorption of Sc3+ onto goethite, which accounts for about 80 % of the Sc budget (Fig. 3). The deposit contains up to 800 ppm Sc in its limonitic laterite compared to about 80 ppm in its parent rock. This exceptional concentration of Sc in lateritic deposits requires a combination of three circumstances: (1) anomalously high Sc concentration in the parent rock, (2) long time-scales of alteration in a stable tectonic environment and (3) lateritic conditions during weathering, allowing the trapping of Sc by Fe oxides. Fig. 3, Maps of the oxidation state of iron, interpreted as goethite and hematite (a) and distribution of Sc (b). Maps made by Mathieu Chassé et al. (2016) using synchrotron µ-XRF and used to propose that Sc is mainly hosted by goethite in the Syerston–Flemington Ni-Co laterite deposit. (Credit: Chassé et al, 2016, Geochemical Perspectives Letters 3, 105-114; under Creative Commons Attribution 4.0 License) Sc in red muds ‘Red muds’ are the waste products of aluminium processing after bauxite ores have been treated by the Bayer process. Vast tailings dams of this material occur in many parts of the world and there has been recent interest in recovering REE from this waste product. This is one of the few environments where REE, including Sc, are concentrated together. Grades of about 100 ppm Sc have been found in red muds in Greece waste and so research is ongoing (e.g http://scale-project.eu/) to determine if any economic recovery processes for Sc can be found. Sc in carbonatites and alkaline rocks Carbonatites (igneous carbonate rocks) and alkaline rocks (some of the most bizarre and extreme composition igneous silicate rocks) are the main types of deposits mined currently for REE, so we turned to existing geochemical databases to see if these rocks typically contain high concentrations of Sc. According to the GeoRoc database (http://georoc.mpch-mainz.gwdg.de/georoc) a single carbonatite sample from Pakkanadu, India revealed a Sc content of 237 ppm. A sample from Bayan Obo, China had a high Sc value of 111 ppm. The REE exploration boom of 2010 to 2013, and the increase of the traded price of Sc from $2,000 to $5,000/kg in 2012, encouraged a number of mining companies to include Sc in their initial resource calculations. Our review of these results, however, supports the idea that REE-rich carbonatites and alkaline rocks do not necessarily contain high concentrations of Sc (although some localities are worthy of future attention). The best-known example of Sc enrichment in carbonatite is probably the carbonatite-phoscorite deposit at Kovdor, Kola Peninsula, Russia (Fig. 4). This deposit is mined for magnetite, apatite and baddeleyite (ZrO2). Sc substitutes for Zr in baddeleyite (Kalashnikov and colleagues, Ore Geology Reviews 2016), which contains an average of 780 ppm Sc. Fig. 4, The phoscorite at Kovdor mine, Kola Peninsula, Russia has spectacular relationships between apatite, magnetite, olivine and calcite-rich rocks but Sc is contained in baddeleyite, a mineral rarely seen in the field. Africa’s best Sc potential may be in the Glenover pyroxenite-carbonatite complex in South Africa, with a Sc content of 300-500 ppm in a supergene apatite-martite breccia (Fig. 5). The complex was mined for apatite, while the low-grade ore was stockpiled rather than processed. This stockpiled material is of interest for its REE—including Sc—potential. The REE are hosted mainly in monazite but the Sc is hosted in zircono-silicates, aeschynite and secondary Nb-oxides. Sc-bearing aeschynite is now also recognised in the carbonatite and regarded, together with aegirine, as an important host for the primary Sc mineralisation. Fig. 5, The Glenover open pit mine, South Africa. (a) Secondary red coloured apatite-martite breccia (RHS) formed through weathering of carbonatite veins intruding apatite pyroxenite (LHS). Height of profile is approximately 20 m. (b) Diamond drill core sample of apatite-martite breccia containing angular white and cream coloured secondary apatite clasts. Recent exploration work by Imperial Mining on the Crater Lake alkaline complex located in Quebec, Canada, outlined significant Sc hosted in a magnetic ferro-syenite. The main host to this Sc is the clinopyroxene, hedenbergite. Values of nearly 450 ppm Sc were reported in the weathered Karingarab carbonatite in Namibia (Fig. 6), suggesting that weathering is a key factor in concentrating Sc. Tomtor (Yakutia, Russia) is a huge deposit of weathered carbonatite with exciting grades of niobium and REE, including average grades of 391 ppm Sc. Weathered carbonatites at Araxá and Catalão (Brazil), Mt Weld (Australia), Sukulu (Uganda), Mabounié (Gabon) and Sokli (Finland) all may be of interest for their Sc potential. Fig. 6, Examining drill core at Karingarab, Namibia. This material may contain as much as 437 ppm Sc. The future for Sc Although classed as a REE, the smaller cation size of Sc means that it doesn’t behave in the same way and its mineral hosts are not the same as for the other REE. So, we can’t use current understanding of REE behaviour to identify promising deposits of Sc and shouldn’t assume that REE-rich deposits will contain high concentrations of Sc. Our assessments of the concentrations of Sc in various rock types and deposits globally show that Sc associates with niobates, titanates, iron oxi/hydroxides and, importantly, clinopyroxene. Focused study of Sc content in clinopyroxene is therefore a necessary avenue for further research, and it may be worth looking again at previously investigated alkaline complexes and carbonatites. Successful, cheap and easy extractive metallurgy needs to be developed and fine-tuned to target this important potential host. Potential Sc deposits exist in Canada, Namibia, Brazil, Australia, Uganda, Gabon, and in Europe, Finland. Clearly, there are a number of promising deposits of Sc that could increase and diversify supply, and potentially reduce overreliance on China and Russia. Given the numerous applications of this ‘miracle metal’, Sc exploitation seems ripe for development. Research time and funds should be devoted to identifying viable Sc deposits in more western nations to secure supply, as well as to better understand how Sc can be more efficiently extracted from its many different sources. There is still plenty for geoscientists to do to improve our understanding of the geology, geochemistry and mineralogy of this rather neglected element. If successful, we could be on the cusp of a Sc boom. Note: All three authors are researchers on the EU H2020-funded HiTech AlkCarb project, grant number 689909. Pete Siegfried is also an independent consultant and has carried out consulting at the Glenover, Karingarab, Araxá and Catalão localities mentioned in this article. Pete Siegfried1, Frances Wall2 and Kathryn Moore2 1. GeoAfrica, P.O. Box 24218, Windhoek, Namibia 2. Camborne School of Mines, University of Exeter, Penryn Campus, Cornwall, TR10 9FE Further reading: Chakhmouradian, A.R. & Wall, F. (2012) Rare earth elements: minerals, mines, magnets (and more), Elements (Ottawa): an international magazine of mineralogy, geochemistry, and petrology 8, 333-340. Chassé, M., Griffin, W.L., O’Reilly, S.Y. & Calas, G. (2016) Scandium Speciation in a World-Class Lateritic Deposit. Geochemical Perspectives Letters 3, 105-114. Kalashnikov, A.O., et al. (2016) Scandium of the Kovdor baddeleyite–apatite–magnetite deposit (Murmansk Region, Russia): Mineralogy, spatial distribution, and potential resource. Ore Geology Reviews 72, 532–537. U.S. Geological Survey (2017) Mineral Commodity Summaries, January 2017, p146-147, https://minerals.usgs.gov/minerals/pubs/commodity/scandium/mcs-2017-scand.pdf (accessed January 2018). Van der Walt, G. N & Dabrowski, F. A. (2012) Geological Report and Resource estimate for the Glenover carbonatite project. Geoconsult International, 140 pp. http://www.galileoresources.com/reports.htm (accessed June 2018). Williams-Jones, A. E. & Vasyukova, O. V. (2018) The Economic Geology of Scandium, the Runt of the Rare Earth Element Litter. Economic Geology 113, 973-988."
929,"The geochemical and mineralogical characteristics of pelagic sediments collected from the Interoceanmetal Joint Organization (IOM) claim area, located in the eastern part of the Clarion-Clipperton Fracture Zone (CCFZ; eastern tropical Pacific), are described in this paper. The concentrations of rare earth elements (REE), as well as other selected critical elements contained in 135 sediment samples of siliceous clayey silts, are presented. The vertical and spatial variabilities of elements, with particular emphasis on REE as well as metals of the highest economic interest such as Cu, Ni, and Co, are detailed. The applied methods include grain size analysis by laser diffraction, geochemistry examination using ICP-MS, XRF, AAS, and CNS spectrometry, and XRD analysis of mineral composition (Rietveld method). Additionally, statistical methods such as factor analysis (FA) and principal components analysis (PCA) were applied to the results. Finally, a series of maps was prepared by geostatistical methods (universal kriging). Grain size analysis showed poor sorting of the examined fine-grained silts. ICP-MS indicated that total REE contents varied from 200 to 577 ppm, with a mean of 285 ppm, which is generally low. The contents of critical metals such as Cu, Ni, and Co were also low to moderate, apart from some individual sampling stations where total contents were 0.15% or more. Metal composition in sediments was dominated by Cu, Ni, and Zn. A mineral composition analysis revealed the dominance of amorphous biogenic opaline silica (27–58%), which were mostly remnants of diatoms, radiolarians, and sponges associated with clay minerals (23% to 48%), mostly Fe-smectite and illite, with mixed-layered illite/smectite. The high abundance of diagenetic barite crystals found in SEM−EDX observations explains the high content of Ba (up to 2.4%). The sediments showed complex lateral and horizontal fractionation trends for REE and critical metals, caused mostly by clay components, early diagenetic processes, admixtures of allogenic detrital minerals, or scavenging by micronodules."
950,"Research for critical raw materials is of special interest, due to their increasing demand, opulence of applications and shortage of supply. Bauxites, or bauxite residue after alumina extraction can be sources of critical raw materials (CRMs) due to their content of rare earth elements and other critical elements. Montenegrin bauxites and bauxite residue (red mud) are investigated for their mineralogy and geochemistry. The study of the CRM’s potential of the Montenegrin bauxite residue after the application of Bayer process, is performed for the first time. Montenegrin bauxites, (Jurassic bauxites from the Vojnik-Maganik and Prekornica ore regions from the Early Jurassic, Middle Jurassic-Oxfordian and Late Triassic paleorelief) are promising for their REE’s content (around 1000 ppm of ΣREE’s). More specifically, they are especially enriched in LREEs compared to HREEs. Regarding other CRMs and other elements, Ti, V, Zr, Nb, Sr and Ga could also be promising. In bauxite residue, the contents of Zr, Sr, V, Sc, La, Ce, Y, Ti and Nb are higher than those in bauxites. However, raw bauxites and bauxite residue as a secondary raw material can be considered as possible sources of CRMs."
